"N_cells"	"ID"	"ParentID"	"Birth_time"	"type"	"mut_den"	"driver_genes"	"passenger_genes"	"PointMut_ID"	"CNA_ID"	"order"
"1"	"2103"	"127"	"70"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 3841"	"0"	"PIK3CA -> APC"
"1"	"2105"	"127"	"70"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 3845"	"0"	"PIK3CA -> APC -> PIK3CA"
"6"	"2153"	"208"	"70"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 385, 3925"	"0"	"PIK3CA -> APC -> PIK3CA -> TP53"
"1"	"2156"	"208"	"70"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 385, 3931"	"0"	"PIK3CA -> APC -> PIK3CA -> PIK3CA"
"3"	"2157"	"208"	"70"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 385, 3933"	"0"	"PIK3CA -> APC -> PIK3CA -> APC"
"1"	"2175"	"316"	"70"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 575, 3965"	"0"	"PIK3CA -> APC -> APC -> APC"
"5"	"2177"	"332"	"70"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 607, 3967"	"0"	"PIK3CA -> APC -> TP53 -> TP53"
"1"	"2198"	"661"	"70"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 1205, 4007"	"0"	"PIK3CA -> APC -> APC -> APC"
"1"	"2201"	"868"	"70"	0	0.5	"1 0 0 1"	"0 0 0 1"	"213, 239, 565, 1589, 4011"	"0"	"PIK3CA -> APC -> PIK3CA -> APC"
"2"	"2210"	"1192"	"70"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 293, 315, 901, 2179, 4027"	"0"	"PIK3CA -> APC -> PIK3CA -> PIK3CA -> APC -> TP53 -> PIK3CA"
"1"	"2229"	"127"	"71"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4059"	"0"	"PIK3CA -> APC -> PIK3CA"
"1"	"2232"	"127"	"71"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4065"	"0"	"PIK3CA -> APC -> APC"
"13"	"2233"	"127"	"71"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239"	"260"	"PIK3CA -> APC -> TP53"
"2"	"2252"	"127"	"71"	0	0.5	"1 0 0 1"	"0 0 0 1"	"213, 239, 4101"	"263"	"PIK3CA -> APC -> APC"
"2"	"2259"	"127"	"71"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4115"	"0"	"PIK3CA -> APC -> APC"
"3"	"2262"	"127"	"71"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239"	"264"	"PIK3CA -> APC -> PIK3CA"
"5"	"2273"	"127"	"71"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239"	"267"	"PIK3CA -> APC -> APC"
"2"	"2274"	"127"	"71"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4139"	"0"	"PIK3CA -> APC -> APC"
"11"	"2314"	"298"	"71"	0	0.75	"1 0 1 1"	"1 0 0 0"	"213, 239, 541, 4213"	"0"	"PIK3CA -> APC -> TP53"
"3"	"2320"	"333"	"71"	0	0.5	"1 0 0 1"	"1 0 0 1"	"213, 239"	"31, 277"	"PIK3CA -> APC"
"1"	"2330"	"384"	"71"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 4237"	"38"	"PIK3CA -> APC -> PIK3CA"
"7"	"2351"	"875"	"71"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 293, 893, 1603, 4279"	"0"	"PIK3CA -> APC -> PIK3CA -> APC -> TP53 -> APC"
"3"	"2371"	"127"	"72"	0	0.75	"1 1 0 1"	"0 0 0 0"	"213, 239, 4313"	"0"	"PIK3CA -> APC -> KRAS"
"1"	"2382"	"127"	"72"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4329"	"0"	"PIK3CA -> APC -> APC"
"2"	"2391"	"127"	"72"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239"	"286"	"PIK3CA -> APC"
"2"	"2392"	"127"	"72"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 4345"	"0"	"PIK3CA -> APC -> TP53"
"19"	"2396"	"127"	"72"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 4353"	"0"	"PIK3CA -> APC -> TP53"
"1"	"2404"	"127"	"72"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 4369"	"0"	"PIK3CA -> APC -> TP53"
"2"	"2419"	"127"	"72"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4393"	"0"	"PIK3CA -> APC -> APC"
"1"	"2431"	"127"	"72"	0	0.5	"1 0 0 1"	"0 0 0 1"	"213, 239"	"290"	"PIK3CA -> APC"
"2"	"2472"	"298"	"72"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 541, 4491"	"0"	"PIK3CA -> APC -> TP53 -> TP53"
"2"	"2474"	"323"	"72"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 383, 589"	"295"	"PIK3CA -> APC -> PIK3CA -> APC -> PIK3CA"
"2"	"2486"	"599"	"72"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 293, 315, 1095"	"297"	"PIK3CA -> APC -> PIK3CA -> PIK3CA -> TP53 -> TP53"
"6"	"2492"	"875"	"72"	0	0.75	"1 0 1 1"	"1 0 0 0"	"213, 239, 293, 893, 1603"	"299"	"PIK3CA -> APC -> PIK3CA -> APC -> TP53"
"1213"	"2493"	"974"	"72"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 383, 781, 1783, 4523"	"0"	"PIK3CA -> APC -> PIK3CA -> TP53 -> PIK3CA -> KRAS"
"71"	"2498"	"1197"	"72"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 4533"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"108"	"2511"	"2153"	"72"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 385, 3925, 4559"	"0"	"PIK3CA -> APC -> PIK3CA -> TP53 -> KRAS"
"3"	"2514"	"2357"	"72"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 293, 315, 901, 2179, 4291, 4565"	"0"	"PIK3CA -> APC -> PIK3CA -> PIK3CA -> APC -> TP53 -> APC -> APC"
"1"	"2527"	"127"	"73"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 4589"	"0"	"PIK3CA -> APC"
"1"	"2533"	"127"	"73"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4601"	"0"	"PIK3CA -> APC -> PIK3CA"
"1"	"2537"	"127"	"73"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4609"	"0"	"PIK3CA -> APC -> APC"
"1"	"2541"	"127"	"73"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4617"	"0"	"PIK3CA -> APC -> APC"
"1"	"2544"	"127"	"73"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239"	"304"	"PIK3CA -> APC -> APC"
"2"	"2548"	"127"	"73"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4629"	"0"	"PIK3CA -> APC -> APC"
"1"	"2550"	"127"	"73"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4633"	"0"	"PIK3CA -> APC -> APC"
"1"	"2557"	"127"	"73"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4647"	"0"	"PIK3CA -> APC -> APC"
"4"	"2558"	"127"	"73"	0	0.5	"1 0 0 1"	"0 0 0 1"	"213, 239, 4649"	"0"	"PIK3CA -> APC"
"2"	"2575"	"127"	"73"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4683"	"0"	"PIK3CA -> APC -> PIK3CA"
"3"	"2611"	"297"	"73"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4743"	"29"	"PIK3CA -> APC -> PIK3CA -> APC"
"1"	"2631"	"821"	"73"	0	0.5	"1 0 0 1"	"0 0 0 1"	"213, 239, 1499, 4779"	"0"	"PIK3CA -> APC -> APC"
"566"	"2638"	"1197"	"73"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 4793"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"593"	"2641"	"1582"	"73"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 4797"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"2645"	"1779"	"73"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 3243, 4803"	"0"	"PIK3CA -> APC -> APC -> PIK3CA"
"6"	"2646"	"1869"	"73"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 455, 3405, 4805"	"0"	"PIK3CA -> APC -> APC -> PIK3CA -> TP53"
"1"	"2655"	"127"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4823"	"0"	"PIK3CA -> APC -> APC"
"1"	"2665"	"127"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4841"	"0"	"PIK3CA -> APC -> PIK3CA"
"3"	"2668"	"127"	"74"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 4845"	"0"	"PIK3CA -> APC -> TP53"
"2"	"2670"	"127"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4849"	"0"	"PIK3CA -> APC -> APC"
"1"	"2676"	"127"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 4861"	"0"	"PIK3CA -> APC -> APC"
"1"	"2700"	"127"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 4907"	"319"	"PIK3CA -> APC -> APC"
"1"	"2707"	"158"	"74"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 293, 4921"	"0"	"PIK3CA -> APC -> PIK3CA"
"1"	"2725"	"199"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 353, 367, 4955"	"0"	"PIK3CA -> APC -> APC -> APC -> APC"
"1"	"2733"	"207"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 383, 4969"	"0"	"PIK3CA -> APC -> PIK3CA -> PIK3CA"
"1"	"2740"	"208"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 385, 4983"	"0"	"PIK3CA -> APC -> PIK3CA -> APC"
"1"	"2742"	"249"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 385, 457, 4987"	"0"	"PIK3CA -> APC -> PIK3CA -> APC -> APC"
"1"	"2751"	"335"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 293, 5005"	"327"	"PIK3CA -> APC -> PIK3CA -> APC -> APC"
"1"	"2752"	"352"	"74"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 385, 639"	"328"	"PIK3CA -> APC -> PIK3CA -> APC"
"2"	"2753"	"352"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 385, 639, 5007"	"0"	"PIK3CA -> APC -> PIK3CA -> APC -> APC"
"1"	"2759"	"409"	"74"	0	0.5	"1 0 0 1"	"1 1 0 0"	"213, 239, 455, 739, 5019"	"0"	"PIK3CA -> APC -> APC"
"10"	"2770"	"689"	"74"	0	0.75	"1 0 1 1"	"0 0 0 1"	"213, 239, 385, 1257, 5041"	"0"	"PIK3CA -> APC -> PIK3CA -> TP53"
"5"	"2777"	"1134"	"74"	0	0.75	"1 1 0 1"	"0 0 0 0"	"213, 239, 5051"	"120"	"PIK3CA -> APC -> PIK3CA -> KRAS"
"304"	"2779"	"1197"	"74"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 5055"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"134"	"2780"	"1197"	"74"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5057"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"263"	"2782"	"1197"	"74"	1	1	"1 1 1 1"	"0 0 1 0"	"213, 239, 455, 1747, 2189, 5061"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"459"	"2783"	"1197"	"74"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5063"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"382"	"2784"	"1197"	"74"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5065"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"2785"	"1238"	"74"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 2259, 5067"	"0"	"PIK3CA -> APC -> TP53 -> APC"
"345"	"2788"	"1582"	"74"	1	1	"1 1 1 1"	"0 0 1 0"	"213, 239, 607, 2881, 5073"	"0"	"PIK3CA -> APC -> TP53 -> KRAS"
"1"	"2799"	"2198"	"74"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 1205, 4007, 5095"	"0"	"PIK3CA -> APC -> APC -> APC -> APC"
"2"	"2802"	"127"	"75"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 5103"	"0"	"PIK3CA -> APC -> TP53"
"3"	"2803"	"127"	"75"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 5105"	"0"	"PIK3CA -> APC -> TP53"
"1"	"2811"	"127"	"75"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5121"	"0"	"PIK3CA -> APC -> APC"
"1"	"2813"	"127"	"75"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5125"	"0"	"PIK3CA -> APC -> APC"
"4"	"2816"	"127"	"75"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5131"	"0"	"PIK3CA -> APC -> APC"
"1"	"2822"	"127"	"75"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5141"	"0"	"PIK3CA -> APC -> APC"
"6"	"2828"	"127"	"75"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239"	"335"	"PIK3CA -> APC -> TP53"
"1"	"2845"	"158"	"75"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 293, 5183"	"0"	"PIK3CA -> APC -> PIK3CA -> PIK3CA"
"1"	"2893"	"348"	"75"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 631, 5273"	"0"	"PIK3CA -> APC -> APC -> APC"
"1"	"2894"	"352"	"75"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 385, 639, 5275"	"0"	"PIK3CA -> APC -> PIK3CA -> APC"
"1"	"2907"	"657"	"75"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 1197, 5301"	"0"	"PIK3CA -> APC -> APC -> TP53"
"55"	"2918"	"1197"	"75"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"340"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"243"	"2920"	"1197"	"75"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5325"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"221"	"2921"	"1197"	"75"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5327"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"158"	"2922"	"1197"	"75"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 5329"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"119"	"2925"	"1197"	"75"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5335"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"161"	"2926"	"1197"	"75"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5337"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"151"	"2927"	"1197"	"75"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5339"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"181"	"2934"	"1582"	"75"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 5349"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC"
"1"	"2937"	"1802"	"75"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 3283, 5355"	"0"	"PIK3CA -> APC -> PIK3CA -> APC"
"2"	"2938"	"1806"	"75"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 3291"	"344"	"PIK3CA -> APC -> PIK3CA -> PIK3CA"
"8"	"2949"	"2518"	"75"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 4575, 5375"	"0"	"PIK3CA -> APC -> TP53 -> APC"
"2"	"2958"	"127"	"76"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 5389"	"0"	"PIK3CA -> APC -> TP53"
"1"	"2964"	"127"	"76"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5401"	"0"	"PIK3CA -> APC -> APC"
"5"	"2989"	"127"	"76"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 5453"	"0"	"PIK3CA -> APC -> TP53"
"5"	"2992"	"127"	"76"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 5459"	"0"	"PIK3CA -> APC -> TP53"
"2"	"3007"	"127"	"76"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5485"	"0"	"PIK3CA -> APC -> APC"
"1"	"3013"	"127"	"76"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5497"	"0"	"PIK3CA -> APC -> APC"
"2"	"3024"	"171"	"76"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 293, 315, 5515"	"0"	"PIK3CA -> APC -> PIK3CA -> PIK3CA -> PIK3CA"
"1"	"3053"	"352"	"76"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 385, 639, 5569"	"0"	"PIK3CA -> APC -> PIK3CA -> APC -> APC"
"1"	"3072"	"880"	"76"	0	0.5	"1 0 0 1"	"0 0 0 1"	"213, 239, 385, 457, 1267, 1613, 5607"	"0"	"PIK3CA -> APC -> PIK3CA -> APC -> APC -> APC"
"3"	"3073"	"912"	"76"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 1673, 5609"	"0"	"PIK3CA -> APC -> PIK3CA"
"82"	"3080"	"1197"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5623"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"77"	"3081"	"1197"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5625"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"115"	"3084"	"1197"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5631"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"191"	"3085"	"1197"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5633"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"129"	"3086"	"1197"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5635"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"62"	"3087"	"1197"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5637"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"109"	"3088"	"1197"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5639"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"157"	"3089"	"1197"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5641"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"168"	"3090"	"1197"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5643"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"36"	"3091"	"1197"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5645"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"3092"	"1326"	"76"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 875, 5647"	"151"	"PIK3CA -> APC -> APC -> APC"
"191"	"3095"	"1582"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 5653"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> TP53"
"236"	"3096"	"1582"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 5655"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC"
"162"	"3097"	"1582"	"76"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 5657"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> TP53"
"1"	"3104"	"2077"	"76"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 3793, 5669"	"0"	"PIK3CA -> APC -> APC -> APC"
"1"	"3106"	"2149"	"76"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 383, 5673"	"249"	"PIK3CA -> APC -> PIK3CA -> APC"
"1"	"3109"	"2440"	"76"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 293, 4433, 5679"	"0"	"PIK3CA -> APC -> PIK3CA -> APC -> APC"
"178"	"3114"	"2782"	"76"	1	1	"1 1 1 1"	"0 0 1 0"	"213, 239, 455, 1747, 2189, 5061, 5685"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"3130"	"127"	"77"	0	0.75	"1 0 1 1"	"0 0 0 1"	"213, 239, 5717, 5719"	"0"	"PIK3CA -> APC -> TP53"
"1"	"3139"	"127"	"77"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 5737"	"0"	"PIK3CA -> APC"
"3"	"3141"	"127"	"77"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5741"	"0"	"PIK3CA -> APC -> APC"
"1"	"3145"	"127"	"77"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5747"	"0"	"PIK3CA -> APC -> APC"
"1"	"3148"	"127"	"77"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5751"	"0"	"PIK3CA -> APC -> APC"
"2"	"3153"	"127"	"77"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5759"	"0"	"PIK3CA -> APC -> APC"
"1"	"3161"	"127"	"77"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 5773"	"0"	"PIK3CA -> APC -> PIK3CA"
"1"	"3168"	"158"	"77"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 293"	"369"	"PIK3CA -> APC -> PIK3CA -> APC"
"1"	"3183"	"207"	"77"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 383, 5811"	"0"	"PIK3CA -> APC -> PIK3CA -> APC"
"2"	"3186"	"207"	"77"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 383, 5815"	"0"	"PIK3CA -> APC -> PIK3CA -> APC"
"2"	"3189"	"208"	"77"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 385"	"373"	"PIK3CA -> APC -> PIK3CA"
"1"	"3200"	"297"	"77"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239"	"29, 376"	"PIK3CA -> APC -> PIK3CA -> PIK3CA"
"6"	"3206"	"319"	"77"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 293, 581, 5847"	"0"	"PIK3CA -> APC -> PIK3CA -> APC -> TP53"
"2"	"3207"	"323"	"77"	0	0.5	"1 0 0 1"	"0 0 0 0"	"213, 239, 383, 589, 5849"	"0"	"PIK3CA -> APC -> PIK3CA -> APC -> APC"
"1"	"3214"	"452"	"77"	0	0.5	"1 0 0 1"	"1 0 0 0"	"213, 239, 817, 5863"	"0"	"PIK3CA -> APC -> PIK3CA"
"33"	"3230"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5893"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"4"	"3231"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5895"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"22"	"3232"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5897"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"109"	"3233"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5899"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"15"	"3235"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5901"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"40"	"3236"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5903"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"110"	"3237"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"381"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"105"	"3240"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5909"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"188"	"3241"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5911"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"82"	"3242"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"382"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"113"	"3243"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5913"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"65"	"3246"	"1197"	"77"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"383"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"35"	"3249"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"384"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"178"	"3250"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 1 0"	"213, 239, 455, 1747, 2189"	"385"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"120"	"3251"	"1197"	"77"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 5923"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
