"N_cells"	"ID"	"ParentID"	"Birth_time"	"type"	"mut_den"	"driver_genes"	"passenger_genes"	"PointMut_ID"	"CNA_ID"	"order"
"1"	"7429"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13565"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7430"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13567"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7431"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"881"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7432"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13569"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7433"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13571"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7434"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13573"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7435"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13575"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7436"	"1197"	"86"	1	1	"1 1 1 1"	"0 1 0 0"	"213, 239, 455, 1747, 2189, 13577"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7437"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13579"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7438"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13581"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7439"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13583"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7440"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13585"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7441"	"1197"	"86"	1	1	"1 1 1 1"	"0 1 0 0"	"213, 239, 455, 1747, 2189, 13587"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7442"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 13589"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7443"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13591"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7444"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13593"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7445"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13595"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7446"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13597"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7447"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13599"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7448"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13601"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7449"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13603"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7450"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13605"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7451"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13607"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7452"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13609"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7453"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13611"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7454"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13613"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7455"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13615"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7456"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13617"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7457"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13619"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7458"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 13621, 455, 1747, 2189"	"882"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7459"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13623"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7460"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13625"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7461"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13627"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7462"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 13629"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7463"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13631"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7464"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13633"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7465"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13635"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7466"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13637"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7467"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13639"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7468"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13641"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7469"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"883"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7470"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13643"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7471"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"884"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7472"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13645"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7473"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13647"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7474"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 13649"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7475"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13651"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7476"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13653"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7477"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13655"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7478"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13657"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7479"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13659"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7480"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13661"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7481"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13663"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7482"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13665"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7483"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13667"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7484"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"885"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7485"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13669"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7486"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13671"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7487"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13673"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7488"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13675"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7489"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13677"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7490"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13679"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7491"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13681"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7492"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13683"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7493"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13685"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7494"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13687"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7495"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13689"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7496"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 13691"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7497"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13693"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7498"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13695"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7499"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 13697"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7500"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13699"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7501"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13701"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7502"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13703"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7503"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13705"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7504"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13707"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7505"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13709"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7506"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13711"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7507"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"886"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7508"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13713"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7509"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 13715, 455, 1747, 2189"	"887"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7510"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13717"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7511"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13719"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7512"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13721"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7513"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13723"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7514"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13725"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7515"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13727"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7516"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13729"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7517"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13731"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7518"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13733"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7519"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13735"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7520"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13737"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7521"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13739"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7522"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13741"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7523"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13743"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7524"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13745"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7525"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13747"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7526"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13749"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7527"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13751"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7528"	"1197"	"86"	1	1	"1 1 1 1"	"0 1 0 0"	"213, 239, 455, 1747, 2189"	"888"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7529"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13753"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7530"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13755"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7531"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13757"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7532"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13759"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7533"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13761"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7534"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 13763"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7535"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 13765, 455, 1747, 2189"	"889"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7536"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13767"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7537"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13769"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7538"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13771"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"7539"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13773"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7540"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"890"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7541"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"891"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7542"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13775"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7543"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13777"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7544"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13779"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7545"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 13781"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7546"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13783"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7547"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13785"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7548"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13787"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7549"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189, 13789"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7550"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13791"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7551"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13793"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7552"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 455, 1747, 2189"	"892"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"7553"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13795"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7554"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"893"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7555"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13797"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7556"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"894"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7557"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13799"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7558"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13801"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7559"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13803"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7560"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13805"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"7561"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13807"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7562"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13809"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7563"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13811"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"7564"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 13813"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"7565"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"895"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
